form_slp1	primary_lemma	primary_pos	primary_n	alt_lemma	alt_pos	alt_n
citrapada	citrapada	noun	4	citrapadA	noun	3
citrayAma	citri	verb	2	citrayAma	noun	2
cukopayizu	cukopayiza	noun	6	cukupiza	noun	3
dASAnAm	dAS	noun	24	dASi	noun	12
dASvas	dASvas	noun	5	dASva	noun	1
dAraRI	dAraRI	noun	8	dAri	noun	3
dAsyat	dA	noun	9	do	noun	3
dAsyat	dA	noun	9	dE	noun	3
dAtavya	dA	noun	6	do	noun	2
dAtavya	dA	noun	6	dE	noun	2
dAtavya	dA	noun	6	de	noun	2
dAtavya	dA	noun	6	dI	noun	2
dAyin	dA	noun	6	do	noun	2
dAyin	dA	noun	6	dE	noun	2
dAyin	dA	noun	6	de	noun	2
dAyin	dA	noun	6	dI	noun	2
dAyin	dA	noun	6	day	noun	2
dAyin	dA	noun	6	dAyi	noun	2
dIp	dIp	noun	7	dIpi	noun	7
dIpyamAnAm	dIp	noun	3	dIpi	noun	1
dIrGajihva	dIrGajihva	noun	4	dIrGajihvA	noun	3
dIvyat	dIvyat	noun	7	div	noun	3
dUr	dUrv	noun	7	dUrvi	noun	7
dUrapAra	dUrapAra	noun	4	dUrapArA	noun	3
daDATa	De	verb	1	DA	verb	1
daDfza	Dfz	verb	2	daDfza	noun	2
daSajyotis	daSajyotis	noun	9	daSajyoti	noun	2
dadATa	dA	verb	3	do	verb	1
dadATa	dA	verb	3	dE	verb	1
dadAnA	dA	noun	5	do	noun	1
dadAnA	dA	noun	5	dE	noun	1
dadrARa	df	noun	4	drA	noun	2
dadrARa	df	noun	4	drE	noun	2
dadruzI	df	noun	8	drA	noun	4
dadruzI	df	noun	8	drE	noun	4
daduzAm	dA	noun	6	do	noun	2
daduzAm	dA	noun	6	dE	noun	2
dakzi	dakzi	noun	21	dakz	noun	18
dalaka	dal	noun	4	dAli	noun	4
damayantyAm	damayantI	noun	2	dAmi	noun	1
dandramyamARa	daMdramya	noun	6	daMdram	noun	2
darSanArTam	darSanArTa	noun	3	darSanArTam	ind	1
darSayizyanti	darSi	noun	4	darSi	verb	1
darSinI	dfS	noun	4	darSi	noun	4
daryAm	dari	noun	3	darI	noun	2
daryAm	dari	noun	3	dAri	noun	1
davIyas	davIyas	noun	5	davIyas	ind	1
dayatAm	de	verb	1	day	verb	1
dedIpyamAna	dedIpya	noun	6	dedIp	noun	2
dehaka	dih	noun	4	dehi	noun	4
dekzyanti	diS	noun	4	diS	verb	1
deti	devi	noun	24	div	noun	12
devajA	devajA	noun	2	devaja	noun	2
devaja	devaja	noun	4	devajA	noun	1
devamAyA	devamAyA	noun	3	devamAya	noun	1
devamAyayA	devamAyA	noun	2	devamAya	noun	1
devanirmita	devanirmitA	noun	3	devanirmita	noun	2
devapurA	devapur	noun	3	devapurA	noun	3
devapurA	devapur	noun	3	devapura	noun	1
devapura	devapurA	noun	3	devapura	noun	2
devarakzita	devarakzitA	noun	3	devarakzita	noun	2
devarzIRAm	devafzi	noun	3	devarzi	noun	3
devarziRA	devafzi	noun	2	devarzi	noun	2
devasfzwA	devasfzwA	noun	3	devasfzwa	noun	1
devasfzwa	devasfzwA	noun	3	devasfzwa	noun	2
devasva	devasva	noun	2	dev	verb	1
devavat	devavat	noun	6	devavat	ind	1
devayajyayA	devayajyA	noun	2	devayajya	noun	1
devayantI	devi	noun	16	div	noun	4
devayat	devi	noun	12	div	noun	3
devikAyAm	devikA	noun	2	devika	noun	2
devika	devika	noun	4	devikA	noun	3
devin	devi	noun	8	div	noun	6
devin	devi	noun	8	dev	noun	2
dfQAyus	dfQAyus	noun	9	dfQAyu	noun	2
dfSyAdfSya	dfSyAdfSyA	noun	3	dfSyAdfSya	noun	2
diDakzu	diDakza	noun	6	diDakzi	noun	3
didAs	didAsi	noun	14	didAsa	noun	14
didfkzeya	didfkzeya	noun	2	didfkza	verb	1
ditsita	ditsa	noun	8	ditsi	noun	8
divija	divija	noun	4	divijA	noun	1
dogDrIRAm	dogDrI	noun	2	dogDf	noun	1
dogDrIRAm	dogDrI	noun	2	duh	noun	1
drAhi	drAh	noun	9	drAhi	noun	9
drAhi	drAh	noun	9	drA	verb	1
drAkze	drAkzA	noun	14	drAkza	noun	9
draviRas	draviRas	noun	10	dravi	noun	2
draviRas	draviRas	noun	10	draviRa	noun	2
draviRodA	draviRodA	noun	2	draviRoda	noun	1
draviRodAm	draviRodA	noun	4	draviRoda	noun	1
draviRodas	draviRodas	noun	5	draviRoda	noun	1
draviRodezu	draviRoda	noun	2	draviRodA	noun	1
droRezu	droRa	noun	6	druR	noun	4
droRezu	droRa	noun	6	droRi	noun	4
droRya	druR	noun	2	droRi	noun	2
duHsahAya	duHsaha	noun	4	duHsahAya	noun	2
dunvanti	du	noun	3	du	verb	1
durADarza	durADarza	noun	4	durADarzA	noun	3
durAroha	durAroha	noun	4	durArohA	noun	3
durDarzAm	durDarzA	noun	2	durDarza	noun	2
duras	dur	noun	24	dura	noun	1
duras	dur	noun	24	dUrv	noun	12
duras	dur	noun	24	dUrvi	noun	12
durmara	durmara	noun	4	durmarA	noun	3
durutsaha	durutsah	noun	12	durutsah	verb	1
durvacas	durvacas	noun	10	durvaca	noun	2
duzpUra	duzpUr	noun	20	duzpUri	noun	16
duzpUra	duzpUr	noun	20	duzpUr	verb	1
duzpraDfzya	duzpraDfz	noun	2	duzpraDfz	ind	1
dvara	dvf	noun	4	dvf	verb	1
dvari	dvari	noun	3	dvarin	noun	3
dvidala	dvidala	noun	4	dvidalA	noun	3
dvimAtra	dvimAtrA	noun	3	dvimAtra	noun	2
dyUni	dyu	noun	3	dyU	noun	3
dyam	dA	noun	4	do	noun	2
dyam	dA	noun	4	de	noun	2
dyam	dA	noun	4	dI	noun	2
dyumni	dyumni	noun	3	dyumnin	noun	3
dyumninas	dyumnin	noun	7	dyumni	noun	2
ed	eD	noun	7	Ai	noun	7
ed	eD	noun	7	eDi	noun	7
ed	eD	noun	7	ed	ind	1
ekAhnA	ekAhan	noun	2	ekAhnA	ind	1
ekajawa	ekajawA	noun	3	ekajawa	noun	2
ekapada	ekapada	noun	6	ekapadA	noun	3
ekapadam	ekapada	noun	9	ekapad	noun	4
ekapadam	ekapada	noun	9	ekapadam	ind	1
ekavAsas	ekavAsas	noun	5	ekavAsa	noun	1
ekavIra	ekavIrA	noun	3	ekavIra	noun	2
emA	eman	noun	2	ema	noun	1
eriRam	AIr	noun	1	AIri	noun	1
et	eD	noun	7	Ai	noun	7
et	eD	noun	7	eDi	noun	7
etAyAm	etA	noun	2	eta	noun	1
etAyAm	etA	noun	2	Ai	noun	1
etayos	etad	noun	12	eta	noun	6
etayos	etad	noun	12	etA	noun	4
etayos	etad	noun	12	Ai	noun	6
evayA	eva	noun	2	evayA	noun	2
eyA	i	noun	3	I	noun	1
eyam	i	noun	9	I	noun	3
ezitavya	iz	noun	6	ez	noun	2
fBvas	fBvas	noun	5	fBva	noun	1
fkva	fkvan	noun	3	fkva	noun	2
fkvan	fkvan	noun	2	fkvat	noun	1
ftAvasu	ftAvasu	noun	3	ftAvan	noun	2
ftamBarA	ftaMBarA	noun	3	ftaMBara	noun	2
ftaprajAtA	ftaprajAtA	noun	3	ftaprajAta	noun	1
ftaprajAtAm	ftaprajAtA	noun	2	ftaprajAta	noun	1
ftaprajAta	ftaprajAtA	noun	3	ftaprajAta	noun	2
gADeya	gADeya	noun	2	gAD	verb	1
gAyantIm	gAyantI	noun	2	gE	noun	1
gaNga	gaNgA	noun	3	gaNga	noun	2
gad	gadi	noun	14	gad	noun	7
gad	gadi	noun	14	gam	noun	3
gal	gal	noun	7	galB	noun	7
gal	gal	noun	7	galh	noun	7
gal	gal	noun	7	galhi	noun	7
gal	gal	noun	7	galBi	noun	7
ganDAQya	ganDAQya	noun	6	ganDAQyA	noun	3
ganDAri	ganDArI	noun	5	ganDAri	noun	3
garDin	garDi	noun	6	gfD	noun	2
garhitAyAm	garhi	noun	3	garh	noun	2
garjata	gfj	verb	1	garj	verb	1
gat	gadi	noun	14	gad	noun	7
gat	gadi	noun	14	gam	noun	3
gavyAm	gavya	noun	3	gavI	noun	2
gavyAm	gavya	noun	3	gavyA	noun	2
gavyAm	gavya	noun	3	gu	noun	1
gfDya	gfDyA	noun	3	gfDya	noun	2
gfDya	gfDyA	noun	3	gfD	verb	1
gfDya	gfDyA	noun	3	gfD	noun	2
gfDye	gfDyA	noun	14	gfDya	noun	9
gfDye	gfDyA	noun	14	gfD	verb	1
gfDye	gfDyA	noun	14	gfD	noun	9
gfhyamARam	gfhi	noun	6	gfh	noun	3
gfhyamARam	gfhi	noun	6	grah	noun	3
gohA	goha	noun	1	gohan	noun	1
gojin	guj	noun	4	goji	noun	4
gojitA	gojit	noun	3	guj	verb	2
gojitA	gojit	noun	3	goji	verb	2
gojitA	gojit	noun	3	guj	noun	2
gojitA	gojit	noun	3	goji	noun	2
gonanda	gonandA	noun	3	gonanda	noun	2
gopAyyate	gopAya	verb	1	gopAyi	verb	1
gopyamAna	gopi	noun	4	gup	noun	2
govikartA	govikarta	noun	1	govikarttf	noun	1
gozA	gozA	noun	2	gozan	noun	1
grAmAnte	grAmAnta	noun	9	grAmAnte	ind	1
granTin	granT	noun	6	granTi	noun	6
gu	go	noun	9	gu	noun	6
gu	go	noun	9	gU	noun	5
gurvarTam	gurvarTa	noun	6	gurvarTam	ind	1
hArin	hf	noun	4	hAri	noun	4
hAsin	has	noun	2	hAsi	noun	2
hU	hve	noun	3	hU	ind	1
haMsapada	haMsapada	noun	4	haMsapadA	noun	3
hariBis	hari	noun	6	harin	noun	2
hariBis	hari	noun	6	harI	noun	1
hariman	hariman	noun	3	harimat	noun	1
harimeDas	harimeDas	noun	5	harimeDa	noun	1
haripriya	haripriya	noun	6	haripriyA	noun	3
harzayizyati	harzi	noun	6	harzi	verb	2
havas	havas	noun	5	hava	noun	1
havas	havas	noun	5	hu	noun	3
havas	havas	noun	5	hve	noun	1
havizkftas	havizkft	noun	24	havizkfta	noun	1
havyAsu	havyA	noun	2	havya	noun	2
havyAsu	havyA	noun	2	hu	noun	1
hawwe	hawwa	noun	9	haW	noun	4
hawwe	hawwa	noun	9	haw	noun	4
hayagrIvAn	hayagrIva	noun	1	hayagrIvA	noun	1
hfdayeSa	hfdayeSA	noun	3	hfdayeSa	noun	2
hfdispfSas	hfdispfS	noun	12	hfdispfSa	noun	1
hfdyayA	hfdya	noun	3	hfdyA	noun	2
hfzwavat	hfz	noun	3	hfzwavat	ind	1
hiMsatAm	hiMs	noun	4	hiMs	verb	1
hiMsya	hiMs	noun	6	hiMsi	noun	4
himavatsutA	himavatsutA	noun	3	himavatsuta	noun	1
himavatsuta	himavatsutA	noun	3	himavatsuta	noun	2
hin	hiMs	noun	14	hiMsi	noun	14
hin	hiMs	noun	14	hiRq	noun	7
hin	hiMs	noun	14	hinvi	noun	7
hin	hiMs	noun	14	hiRqi	noun	7
hiraRyadA	hiraRyadA	noun	5	hiraRyada	noun	2
hiraRyada	hiraRyada	noun	4	hiraRyadA	noun	4
hiraRyakeSI	hiraRyakeSI	noun	8	hiraRyakeSin	noun	1
hiraRyakeSyA	hiraRyakeSI	noun	3	hiraRyakeSya	noun	1
hiraRyavarRAn	hiraRyavarRa	noun	1	hiraRyavarRA	noun	1
hiraRyavarRa	hiraRyavarRA	noun	3	hiraRyavarRa	noun	2
hiraRyavarRe	hiraRyavarRA	noun	14	hiraRyavarRa	noun	9
hitAhitAn	hitAhita	noun	2	hitAhitA	noun	1
hitAhita	hitAhita	noun	4	hitAhitA	noun	3
hlIka	hlIkA	noun	3	hlIka	noun	2
hrAdinam	hrAd	noun	1	hrAdi	noun	1
hrAdini	hrAdinI	noun	5	hrAd	noun	4
hrAdini	hrAdinI	noun	5	hrAdi	noun	4
hrepitA	hrepi	noun	1	hrepi	verb	1
indA	ind	noun	9	indi	noun	5
indramArga	indramArgA	noun	3	indramArga	noun	2
indumatIm	indumatI	noun	2	indumat	noun	1
jAbAli	jAbAli	noun	3	jAbAlin	noun	3
jAhasyamAna	jAhasya	noun	6	jAhas	noun	2
jAjvalyamAna	jAjvalya	noun	12	jAjval	noun	4
jAlapadI	jAlapadI	noun	8	jAlapad	noun	3
jAlin	jAli	noun	6	jal	noun	2
jApin	jApi	noun	6	jap	noun	2
jIvASayA	jIvASA	noun	2	jIvASa	noun	1
jIvaTa	jIvaTa	noun	4	jIv	verb	1
jIvala	jIvala	noun	4	jIvalA	noun	3
jIvanIm	jIvanI	noun	2	jIv	noun	1
jIvanIm	jIvanI	noun	2	jIvi	noun	1
jIyatAm	ji	verb	2	jyA	verb	1
jUrRI	jUrRi	noun	18	jUrRI	noun	8
jUrRI	jUrRi	noun	18	jUrRin	noun	1
jUrya	jUr	noun	2	jUri	noun	2
jYapayate	jYApi	noun	4	jYapi	noun	2
jYapayate	jYApi	noun	4	jYApi	verb	2
jYapayate	jYApi	noun	4	jYapi	verb	1
jYatA	jYatA	noun	3	jYata	noun	1
jaNGa	jaNGA	noun	3	jaNGa	noun	2
jaNGanyamAna	jeGnIya	noun	6	jaMhan	noun	2
jaYjati	jaYj	noun	2	jaYj	verb	1
jahita	jahita	noun	2	hA	verb	1
jajYAnas	jan	noun	3	jYA	noun	2
jalASraya	jalASrayA	noun	3	jalASraya	noun	2
jalArdra	jalArdra	noun	4	jalArdrA	noun	3
jalaDArA	jalaDArA	noun	3	jalaDAra	noun	1
jalaDAra	jalaDArA	noun	3	jalaDAra	noun	2
jalanDama	jalaMDamA	noun	3	jalaMDama	noun	2
jalasTa	jalasTA	noun	3	jalasTa	noun	2
jalpanIya	jalp	noun	2	jalpi	noun	2
jalpi	jalpi	noun	12	jalp	noun	9
jamBayAmi	jamBi	verb	2	jamB	verb	1
jami	jAmi	noun	9	jam	noun	3
jan	jamBi	noun	14	jamB	noun	7
jan	jamBi	noun	14	jAni	noun	7
jan	jamBi	noun	14	jaMs	noun	7
jan	jamBi	noun	14	jAmi	noun	7
jan	jamBi	noun	14	jaYj	noun	7
jan	jamBi	noun	14	jaYji	noun	7
jan	jamBi	noun	14	jaMsi	noun	7
jananInAm	janani	noun	3	jananI	noun	2
jananInAm	janani	noun	3	jan	noun	2
jananInAm	janani	noun	3	jAni	noun	1
janitva	janitva	noun	6	janitvA	noun	3
janu	janU	noun	5	janu	noun	3
jap	jaB	noun	14	jap	noun	7
jasu	jasu	noun	3	jA	noun	1
javinam	javina	noun	6	javin	noun	2
jayatsena	jayatsenA	noun	3	jayatsena	noun	2
jihAsita	jihAsi	noun	4	jihAsa	noun	4
jihIrzi	jihIrzi	noun	18	jihIrza	noun	18
jihIrzu	jihIrza	noun	12	jihIrzi	noun	6
jijAsA	jijAsa	noun	9	jijAsi	noun	5
jijYAsyamAna	jijYAsi	noun	2	jijYAsa	noun	2
jijYAsyatAm	jijYAsi	verb	1	jijYAsa	verb	1
jijyAs	jijyAsa	noun	7	jijyAsi	noun	7
jitakASinA	jitakASi	noun	2	jitakASin	noun	2
jraya	jri	noun	8	jri	verb	2
jrayas	jrayas	noun	5	jri	noun	4
jugupsyantAm	jugupsa	verb	2	jugupsya	verb	2
jugupsyantAm	jugupsa	verb	2	jugupsi	verb	1
jugupsyantAm	jugupsa	verb	2	jugopAyiza	verb	1
jugupsyantAm	jugupsa	verb	2	jugopAyizi	verb	1
jval	jval	noun	14	jvAli	noun	14
jyotIraTAm	jyotIraTA	noun	2	jyotIraTa	noun	1
jyotIraTa	jyotIraTA	noun	3	jyotIraTa	noun	2
kANkzin	kANkz	noun	2	kANkzi	noun	2
kANkzyate	kANkz	verb	1	kANkzi	verb	1
kASaya	kASi	verb	3	kASaya	noun	2
kASyAm	kASi	noun	5	kASI	noun	2
kASyAm	kASi	noun	5	kASyA	noun	2
kASyAm	kASi	noun	5	kASya	noun	2
kASyAm	kASi	noun	5	kAS	noun	2
kASyAm	kASi	noun	5	kaS	noun	1
kASyapi	kASyapI	noun	5	kASyapi	noun	3
kASyapi	kASyapI	noun	5	kASyapin	noun	3
kAYcanapraBa	kAYcanapraBa	noun	4	kAYcanapraBA	noun	3
kAlAntareRa	kAlAntara	noun	2	kAlAntareRa	ind	1
kAlaYjara	kAlaYjarA	noun	3	kAlaYjara	noun	2
kAlakrameRa	kAlakrama	noun	2	kAlakrameRa	ind	1
kAlarAtryAm	kAlarAtrI	noun	2	kAlarAtri	noun	1
kAmadA	kAmadA	noun	3	kAmada	noun	2
kAmada	kAmada	noun	4	kAmadA	noun	3
kAmaduGa	kAmaduGA	noun	3	kAmaduGa	noun	2
kAmagAn	kAmaga	noun	2	kAmagA	noun	1
kAmasu	kAmasU	noun	10	kAmA	noun	1
kApoti	kApotI	noun	5	kApoti	noun	3
kAryArTam	kAryArTa	noun	3	kAryArTam	ind	1
kAryavaSAt	kAryavaSa	noun	2	kAryavaSAt	ind	1
kAsya	kAsi	noun	6	kE	noun	4
kAsya	kAsi	noun	6	kas	noun	4
kAsya	kAsi	noun	6	kAs	noun	2
kAzAyavasanA	kAzAyavasanA	noun	3	kAzAyavasana	noun	1
kAzWavat	kAzWavat	noun	3	kAzWavat	ind	1
kIlAlape	kIlAlapa	noun	18	kIlAlapA	noun	6
kaRqinI	kaRq	noun	12	kaRqi	noun	12
kaYcana	kaYc	noun	2	kaYci	noun	2
kaYcya	kaYc	noun	2	kaYci	noun	2
kadalIgarBa	kadalIgarBA	noun	3	kadalIgarBa	noun	2
kalaSyAm	kalaSI	noun	2	kalaSi	noun	1
kalpizyamARa	kfp	noun	8	kalpi	noun	8
kamalAlaya	kamalAlayA	noun	3	kamalAlaya	noun	2
kamalAnAm	kamala	noun	15	kamalA	noun	2
kamalalocanA	kamalalocanA	noun	3	kamalalocana	noun	1
kamalalocana	kamalalocanA	noun	3	kamalalocana	noun	2
kambUn	kambu	noun	1	kambU	noun	1
kanakAyus	kanakAyus	noun	9	kanakAyu	noun	2
kanakapraBa	kanakapraBA	noun	3	kanakapraBa	noun	2
kapIvatI	kapIvatI	noun	8	kapIvat	noun	4
kapilAnAm	kapila	noun	6	kapilA	noun	2
karAlAm	karAla	noun	3	karAlA	noun	2
karRaSravas	karRaSravas	noun	5	karRaSrava	noun	1
karRaprAvaraRa	karRaprAvaraRa	noun	4	karRaprAvaraRA	noun	3
karSin	kfS	noun	2	karSi	noun	2
karamBI	karamBi	noun	6	karamBin	noun	1
karizyantam	kF	noun	3	kf	noun	2
karkari	karkarI	noun	5	karkari	noun	3
katTana	katTanA	noun	3	katTana	noun	2
katTana	katTanA	noun	3	katT	noun	2
katTana	katTanA	noun	3	katTi	noun	2
keyam	ki	noun	3	kE	noun	3
kfRva	kfRv	noun	6	kfRvi	noun	4
kfRvat	kf	noun	3	kfRv	noun	3
kfkalAn	kfkala	noun	1	kfkalA	noun	1
kftABizeka	kftABizeka	noun	4	kftABizekA	noun	3
kftrimAm	kftrimA	noun	2	kftrima	noun	2
kftrimAm	kftrimA	noun	2	kf	noun	1
kftvarI	kftvarI	noun	8	kftvan	noun	1
kftvyA	kftvI	noun	3	kftvya	noun	1
kfzRAyasas	kfzRAyas	noun	12	kfzRAyasa	noun	1
kfzRagarBa	kfzRagarBA	noun	3	kfzRagarBa	noun	2
kfzRapiNgala	kfzRapiNgala	noun	4	kfzRapiNgalA	noun	3
kfzRatArAByAm	kfzRatAra	noun	9	kfzRatArA	noun	6
kfzRavAsas	kfzRavAsas	noun	5	kfzRavAsa	noun	1
kfzRavarRa	kfzRavarRA	noun	3	kfzRavarRa	noun	2
kiNkarARAm	kiMkara	noun	3	kiMkarA	noun	2
kiNkara	kiMkarA	noun	3	kiMkara	noun	2
kinnarARAm	kiMnara	noun	3	kiMnarA	noun	2
kinnarAn	kiMnara	noun	1	kiMnarA	noun	1
kirAtI	kirAtI	noun	8	kirAti	noun	6
klanda	kland	noun	12	klandi	noun	8
klanda	kland	noun	12	kland	verb	1
kopanIya	kup	noun	4	kopi	noun	4
kopayizRu	kopi	noun	6	kup	noun	3
kosalA	kosalA	noun	3	kosala	noun	1
kosalAyAm	kosalA	noun	2	kosala	noun	1
krIq	krIq	noun	7	krIqi	noun	7
krad	kraT	noun	7	krad	noun	7
krad	kraT	noun	7	krAdi	noun	7
kravyAde	kravyAda	noun	18	kravyAdA	noun	14
kravyAde	kravyAda	noun	18	kravyAd	noun	6
kriya	kriyA	noun	3	kriya	noun	2
kroDavaSAn	kroDavaSa	noun	2	kroDavaSA	noun	1
kroDavaSa	kroDavaSa	noun	4	kroDavaSA	noun	3
krozwri	krozwrI	noun	5	krozwu	noun	1
krozwri	krozwrI	noun	5	krozwf	noun	1
krozwri	krozwrI	noun	5	kruS	noun	2
kuDi	kuDI	noun	10	kuDi	noun	3
kuRe	kuRi	noun	46	kuRa	noun	9
kuRe	kuRi	noun	46	kuR	noun	9
kuSacIra	kuSacIrA	noun	3	kuSacIra	noun	2
kuSavatyAm	kuSavatI	noun	2	kuSavat	noun	1
kulakzaya	kulakzayA	noun	3	kulakzaya	noun	2
kulakzaye	kulakzayA	noun	14	kulakzaya	noun	9
kulampuna	kulampunA	noun	3	kulampuna	noun	2
kumBInasi	kumBInasI	noun	5	kumBInasi	noun	3
kurari	kurarI	noun	5	kurarin	noun	3
kvA	kU	noun	5	ku	noun	1
kzAmya	kzAmya	noun	2	kzam	verb	1
kzIyatAm	kzi	verb	3	kzI	verb	1
kzaRamAtram	kzaRamAtra	noun	3	kzaRamAtram	ind	1
kzaRamAtreRa	kzaRamAtra	noun	2	kzaRamAtreRa	ind	1
kzamin	kzam	noun	8	kzAmi	noun	6
kzamyamARa	kzam	noun	8	kzAmi	noun	6
kzap	kzap	noun	7	kzApi	noun	7
kzatraDarma	kzatraDarman	noun	3	kzatraDarma	noun	2
kzatraDarme	kzatraDarma	noun	9	kzatraDarman	noun	4
kzatriyaDarma	kzatriyaDarman	noun	3	kzatriyaDarma	noun	2
kzemavfdDi	kzemavfdDi	noun	3	kzemavfdDin	noun	3
kzip	kzip	noun	21	kzipi	noun	14
kzipA	kzip	noun	11	kzipA	noun	3
kzipA	kzip	noun	11	kzipa	noun	1
kzipA	kzip	noun	11	kzipi	noun	10
kzipaRi	kzipaRi	noun	3	kzipi	noun	2
kzipyamARAm	kzip	noun	3	kzipi	noun	2
kzipyamARa	kzip	noun	6	kzipi	noun	4
kzuDa	kzuDA	noun	3	kzuD	noun	2
lAlapyamAnAn	lAlapya	noun	6	lAlap	noun	2
lAlapyamAna	lAlapya	noun	6	lAlap	noun	2
lAsayanti	lAsi	noun	12	lAsi	verb	3
lUta	lUtA	noun	3	lUta	noun	2
laNkayA	laNkA	noun	2	laNka	noun	1
lamBanIya	laB	noun	2	lamBi	noun	2
lambikAyAm	lambikA	noun	2	lambika	noun	1
lambin	lamb	noun	2	lambi	noun	2
lelihAna	lelihAnA	noun	3	lelihAna	noun	2
lelihAna	lelihAnA	noun	3	lelih	noun	2
lelihyamAna	lelihya	noun	6	lelih	noun	2
lep	lepi	noun	14	lep	noun	7
lilaNGayizu	lilaNGayiza	noun	6	lilaNGiza	noun	3
lip	lip	noun	7	lipsi	noun	7
lip	lip	noun	7	lipsa	noun	7
lohitya	lohityA	noun	3	lohitya	noun	2
lokakAntAm	lokakAntA	noun	2	lokakAnta	noun	1
lokakAnta	lokakAntA	noun	3	lokakAnta	noun	2
lokasAkzikam	lokasAkzika	noun	3	lokasAkzikam	ind	1
lokavat	lokavat	noun	3	lokavat	ind	1
lokaviSrute	lokaviSruta	noun	9	lokaviSruti	noun	2
lole	lola	noun	18	lolA	noun	14
lolup	lolup	noun	14	loluB	noun	14
lolup	lolup	noun	14	lolupya	noun	14
lolup	lolup	noun	14	loluBya	noun	14
loqyamAna	loqi	noun	4	loq	noun	2
loqyamAnam	loqi	noun	6	loq	noun	3
mADyamika	mADyamika	noun	4	mADyamikA	noun	3
mARqUkAyani	mARqUkAyanI	noun	5	mARqUkAyani	noun	3
mAheya	mAheya	noun	4	mAh	verb	1
mAhin	mAhi	noun	4	mAh	noun	2
mAhin	mAhi	noun	4	mah	noun	2
mAhita	mAhi	noun	4	mAh	noun	2
mAlavyAm	mAlavI	noun	2	mAlavya	noun	2
mAlike	mAlikA	noun	14	mAlika	noun	9
mAmajitvA	mAmaj	ind	1	mAmajya	ind	1
mAnayAYcakrire	mAni	verb	14	mAn	verb	2
mAnayantI	mAni	noun	12	mAn	noun	4
mAnayat	mAni	noun	9	mAn	noun	3
mAnayitf	mAni	noun	21	mAn	noun	3
mAnyatAm	mAni	verb	7	mAn	verb	1
mArg	mArgi	noun	21	mArji	noun	14
mArg	mArgi	noun	21	mArg	noun	7
mArgita	mArgi	noun	6	mArg	noun	2
mAsya	mA	noun	6	me	noun	4
mAsya	mA	noun	6	mi	noun	4
mAsya	mA	noun	6	mI	noun	4
mAsya	mA	noun	6	mas	noun	2
mAsya	mA	noun	6	mAsi	noun	2
mAtfbanDu	mAtfbanDu	noun	6	mAtfbanDU	noun	5
mAtu	mAtu	noun	3	mA	verb	1
mImAMsita	mImAMsa	noun	4	mImAMsi	noun	2
mImAMsita	mImAMsa	noun	4	mImAMsya	noun	2
mUQas	mUQa	noun	2	muh	noun	1
mUQavat	muh	noun	3	mUQavat	ind	1
mUrRa	mF	noun	2	mUrv	noun	2
mUtrayata	mUtra	verb	1	mUtri	verb	1
maDUlika	maDUlika	noun	4	maDUlikA	noun	3
maDuPala	maDuPalA	noun	3	maDuPala	noun	2
maDukArI	maDukArI	noun	8	maDukArin	noun	1
maDumatta	maDumatta	noun	4	maDumattA	noun	3
maDupratIka	maDupratIkA	noun	3	maDupratIka	noun	2
madAlasAn	madAlasa	noun	1	madAlasA	noun	1
madAlasa	madAlasA	noun	3	madAlasa	noun	2
madAnDa	madAnDA	noun	3	madAnDa	noun	2
madacyutA	madacyut	noun	3	madacyuta	noun	1
madacyutam	madacyuta	noun	3	madacyut	noun	2
madanyA	madanI	noun	3	mad	noun	2
madanyA	madanI	noun	3	mAdi	noun	1
madapawu	madapawu	noun	3	madapawu	ind	1
madarTam	madarTa	noun	3	madarTam	ind	1
madotkawAn	madotkawa	noun	3	madotkawA	noun	1
madotkawa	madotkawa	noun	6	madotkawA	noun	3
madotkawe	madotkawa	noun	27	madotkawA	noun	14
madvacanAt	madvacana	noun	2	madvacanAt	ind	1
mahAGozAm	mahAGoza	noun	3	mahAGozA	noun	2
mahAGoza	mahAGoza	noun	6	mahAGozA	noun	3
mahAPala	mahAPala	noun	6	mahAPalA	noun	3
mahASAKa	mahASAKA	noun	3	mahASAKa	noun	2
mahASalkA	mahASalkA	noun	3	mahASalka	noun	1
mahAbalAnAm	mahAbala	noun	9	mahAbalA	noun	2
mahAbale	mahAbala	noun	27	mahAbalA	noun	14
mahAbale	mahAbala	noun	27	mahAbali	noun	2
mahAcaRqa	mahAcaRqA	noun	3	mahAcaRqa	noun	2
mahAjavAn	mahAjava	noun	2	mahAjavA	noun	1
mahAjava	mahAjava	noun	4	mahAjavA	noun	3
mahAjaya	mahAjaya	noun	4	mahAjayA	noun	3
mahAjvAla	mahAjvAla	noun	4	mahAjvAlA	noun	3
mahAmAyAm	mahAmAyA	noun	2	mahAmAya	noun	2
mahAmaha	mahAmaha	noun	4	mahAmahA	noun	3
mahApraBA	mahApraBA	noun	3	mahApraBa	noun	2
mahApraBAn	mahApraBa	noun	2	mahApraBA	noun	1
mahApraBa	mahApraBa	noun	4	mahApraBA	noun	3
mahApuRya	mahApuRyA	noun	3	mahApuRya	noun	2
mahArUpAm	mahArUpA	noun	2	mahArUpa	noun	2
mahArUpa	mahArUpa	noun	4	mahArUpA	noun	3
mahAsenA	mahAsenA	noun	3	mahAsena	noun	2
mahAskanDa	mahAskanDA	noun	3	mahAskanDa	noun	2
