lemma_slp1	source	registers
AjAnadeva	vidyut:1	br-up:1
AjAnaja	vidyut:2	tai-up:2
AjAneya	dcs:5	mahabharata-dronaparva:2,mahabharata-udyogaparva:1,mahabharata-shalyaparva:1
AjAnu	dcs:1	raghuvamsha:1
AjAnubAhu	vidyut:1	ramayana-ayodhyakanda:1
AjAti	dcs:1	manavadharmashastra:1
AjIv	dcs:3,vidyut:1	mahabharata-aranyakaparva:2,ramayana-ayodhyakanda:1,mahabharata-udyogaparva:1
AjIva	dcs:2	mahabharata-ashvamedhikaparva:2
AjIvi	vidyut:1	atharvaveda:1
AjIvika	vidyut:1	nyaya-bhashya:1
AjYA	dcs:136,vidyut:1	ramayana-ayodhyakanda:23,mahabharata-aranyakaparva:20,mahabharata-dronaparva:13
AjYAcakra	marker:1,vidyut:1	jabala-up:1,devi-gita:1
AjYAkara	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
AjYAna	dcs:2	buddhacharita:1,ait-up:1
AjYApay	dcs:58	mahabharata-adiparva:10,mahabharata-sabhaparva:6,mahabharata-udyogaparva:5
AjYApi	vidyut:2	buddhacharita:1,mahabharata-udyogaparva:1
AjYapay	dcs:10	ramayana-sundarakanda:3,shukasaptati:1,manavadharmashastra:1
AjYapti	vidyut:1	ramayana-ayodhyakanda:1
Aja	dcs:6	ramayana-aranyakanda:2,rigveda:2,hatha-yoga-pradipika:1
Ajagava	vidyut:3	mahabharata-dronaparva:2,mahabharata-aranyakaparva:1
AjamIQa	dcs:23	mahabharata-sabhaparva:8,mahabharata-udyogaparva:5,mahabharata-aranyakaparva:4
Ajan	dcs:10,vidyut:4	rigveda:7,mahabharata-adiparva:2,atharvaveda:2
Aji	dcs:61,vidyut:1	rigveda:46,atharvaveda:7,mahabharata-bhishmaparva:3
AjihIrz	dcs:1	mahabharata-adiparva:1
AjihIrza	vidyut:1	mahabharata-aranyakaparva:1
Ajikft	vidyut:1	rigveda:1
Ajipati	vidyut:1	rigveda:1
Ajiri	vidyut:3	ramayana-aranyakanda:3
Ajitur	vidyut:1	rigveda:1
Ajohav	dcs:1	rigveda:1
AjyAhuti	vidyut:2	kau-up:2
Ajya	dcs:66	atharvaveda:27,rigveda:5,ramayana-aranyakanda:2
AjyaBAga	dcs:3	mahabharata-aranyakaparva:2,mun-up:1
Ajyalepa	vidyut:1	kau-up:1
Ajyapa	vidyut:2	manavadharmashastra:2
AkANkz	dcs:31,vidyut:3	mahabharata-udyogaparva:7,mahabharata-dronaparva:5,kama-sutra:4
AkANkzA	dcs:5	gitarthasamgraha-abhinavagupta:3,nyaya-bhashya:2
AkANkzin	marker:3,dcs:2	bhagavadgita-prabhupada:2,bhagavadgity:1,bhagavadgita-sharma:1
AkASAtman	vidyut:6	ch-up:2,mai-up:2,kau-up:2
AkASa	dcs:380	ch-up:37,br-up:32,nyaya-bhashya:26
AkASacArin	vidyut:2	ramayana-sundarakanda:1,mahabharata-adiparva:1
AkASadeSa	vidyut:1	mahabharata-aranyakaparva:1
AkASaga	vidyut:7	mahabharata-udyogaparva:2,mahabharata-dronaparva:1,ramayana-sundarakanda:1
AkASagaNgA	dcs:7	raghuvamsha:3,ramayana-balakanda:2,mahabharata-svargarohanikaparva:2
AkASagata	vidyut:2	ramayana-sundarakanda:1,buddhacharita:1
AkASamaya	vidyut:2	br-up:1,mai-up:1
AkASasTa	vidyut:1	ramayana-sundarakanda:1
AkASavat	vidyut:1	pai-up:1
AkAlikI	vidyut:1	kumarasambhava:1
AkAlika	dcs:3	manavadharmashastra:3
AkAra	dcs:55,marker:1	kama-sutra:21,ramayana-ayodhyakanda:5,yoga-sutry_vyasa-bhashya:5
AkAratA	marker:1	ramanuja_gitabhashya:1
AkAravat	dcs:1	mahabharata-aranyakaparva:1
AkAray	dcs:15	shukasaptati:8,kama-sutra:5,ramayana-ayodhyakanda:1
AkAri	vidyut:5	shukasaptati:2,kama-sutra:2,mahabharata-udyogaparva:1
AkAyya	vidyut:1	rigveda:1
AkF	vidyut:2	raghuvamsha:1,atharvaveda:1
AkUta	dcs:9	sankhya-karika:5,kama-sutra:1,mahabharata-karnaparva:1
AkUti	dcs:37	atharvaveda:34,rigveda:2,mnar-up:1
Akalay	dcs:5	shatakatrayam-serebryakov:2,gitagovinda:1,shatakatrayam:1
Akalpa	dcs:1	gitagovinda:1
Akamp	dcs:2	mahabharata-adiparva:1,mahabharata-sabhaparva:1
Akampay	dcs:3	shatakatrayam-serebryakov:1,ch-up:1,mahabharata-karnaparva:1
Akampi	vidyut:1	shatakatrayam:1
Akan	dcs:7	rigveda:7
AkarRa	dcs:2	mahabharata-dronaparva:1,mahabharata-shalyaparva:1
AkarRamukta	vidyut:2	mahabharata-dronaparva:1,mahabharata-karnaparva:1
AkarRapUrRa	dcs:6	mahabharata-dronaparva:4,ramayana-aranyakanda:1,mahabharata-virataparva:1
AkarRay	dcs:10	shukasaptati:3,amaru-shataka:2,ramayana-sundarakanda:1
Akara	dcs:18	mahabharata-adiparva:4,rigveda:3,mahabharata-aranyakaparva:2
Akarikf	dcs:1	atharvaveda:1
Akarza	dcs:6	mahabharata-udyogaparva:2,mahabharata-sabhaparva:2,mahabharata-dronaparva:1
AkarzaRa	dcs:2	gitagovinda:1,atma-up:1
Akarzay	dcs:2	devi-gita:1,hatha-yoga-pradipika:1
Akasmika	dcs:1	nyaya-bhashya:1
Ake	dcs:1	rigveda:1
Akenipa	dcs:2	rigveda:2
Akf	dcs:61,vidyut:3	ramayana-ayodhyakanda:16,rigveda:9,ramayana-aranyakanda:7
Akfti	dcs:42	nyaya-bhashya:13,kama-sutra:7,shatakatrayam-serebryakov:4
Akfz	dcs:21,vidyut:4	hatha-yoga-pradipika:8,mahabharata-dronaparva:3,mahabharata-sabhaparva:2
AkiMcanya	dcs:1,vidyut:1	buddhacharita:1,mahabharata-aranyakaparva:1
AkrAnti	dcs:1	kumarasambhava:1
AkrIq	dcs:1,vidyut:1	mahabharata-bhishmaparva:1,mahabharata-dronaparva:1
AkrIqa	dcs:12	buddhacharita:3,mahabharata-aranyakaparva:2,mahabharata-dronaparva:2
AkrIqaBUmi	vidyut:1	mahabharata-shalyaparva:1
AkrIqaparvata	vidyut:1	kumarasambhava:1
Akram	dcs:77,vidyut:1	mahabharata-aranyakaparva:9,mahabharata-adiparva:7,ramayana-balakanda:5
AkramaRa	dcs:3	atharvaveda:2,br-up:1
Akrand	dcs:6,vidyut:1	mahabharata-dronaparva:2,ramayana-aranyakanda:1,mahabharata-karnaparva:1
Akranda	dcs:26	mahabharata-bhishmaparva:6,ramayana-aranyakanda:3,mahabharata-karnaparva:3
Akranday	dcs:2	atharvaveda:2
AkroSa	dcs:3	mahabharata-udyogaparva:1,mahabharata-ashvamedhikaparva:1,ramayana-ayodhyakanda:1
Akrozwf	dcs:1	mahabharata-udyogaparva:1
AkruS	dcs:7,vidyut:3	mahabharata-dronaparva:2,mahabharata-adiparva:2,mahabharata-karnaparva:1
Akruzwa	dcs:2	manavadharmashastra:1,mahabharata-aranyakaparva:1
AkuYcana	dcs:4	hatha-yoga-pradipika:4
AkuYcay	dcs:7	yotat-up:2,devi-gita:2,kama-sutra:1
AkulIkf	dcs:6	mahabharata-dronaparva:2,mahabharata-shantiparva:2,ramayana-balakanda:1
Akula	dcs:73	ramayana-ayodhyakanda:17,mahabharata-dronaparva:10,ramayana-sundarakanda:9
AkulatA	dcs:4,vidyut:1	amaru-shataka:2,mahabharata-bhishmaparva:1,mahabharata-shalyaparva:1
Akulatva	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
Akulay	dcs:2	shatakatrayam:1,kama-sutra:1
Akulendriya	vidyut:6	mahabharata-striparva:2,mahabharata-adiparva:1,ramayana-sundarakanda:1
Akulita	dcs:3	mahabharata-bhishmaparva:1,ramayana-ayodhyakanda:1,mahabharata-adiparva:1
AkumAram	dcs:3	mahabharata-adiparva:1,mahabharata-karnaparva:1,mahabharata-shalyaparva:1
AkzAray	dcs:1	manavadharmashastra:1
AkzAri	vidyut:1	manavadharmashastra:1
Akzepa	dcs:10	manavadharmashastra:2,mahabharata-dronaparva:2,mahabharata-udyogaparva:1
Akzepay	dcs:1	mahabharata-aranyakaparva:1
Akzepin	dcs:3	yoga-sutry:1,yoga-sutry_sharma:1,yoga-sutry_zagumennov:1
Akzi	dcs:3	atharvaveda:3
Akzika	dcs:1	manavadharmashastra:1
Akzip	dcs:45,vidyut:11	mahabharata-adiparva:10,mahabharata-aranyakaparva:8,mahabharata-dronaparva:7
Akzit	dcs:1	rigveda:1
AlAbu	vidyut:3	kama-sutra:2,mahabharata-aranyakaparva:1
AlAkta	dcs:1	rigveda:1
AlAli	vidyut:1	ch-up:1
AlApa	dcs:15	kama-sutra:5,shatakatrayam:3,atharvaveda:2
AlApavat	dcs:1	amaru-shataka:1
AlApay	dcs:1	kama-sutra:1
AlAta	dcs:1	mahabharata-aranyakaparva:1
AlI	dcs:2	ramayana-ayodhyakanda:1,raghuvamsha:1
AlIQa	dcs:1	vedartha-samgraha_ramanuja:1
Ala	dcs:2	atharvaveda:2
AlaB	dcs:27,vidyut:3	mahabharata-udyogaparva:5,mahabharata-dronaparva:4,ramayana-ayodhyakanda:4
Alakzay	dcs:33	ramayana-ayodhyakanda:3,mahabharata-adiparva:3,mahabharata-shantiparva:3
AlamBa	dcs:1	manavadharmashastra:1
Alamb	dcs:23	amaru-shataka:3,ramayana-sundarakanda:3,mahabharata-aranyakaparva:2
AlambAyanIputra	dcs:1	br-up:1
AlambIputra	vidyut:2	br-up:2
Alamba	dcs:2	buddhacharita:1,mai-up:1
AlambanIkf	dcs:1	yoga-sutry_vyasa-bhashya:1
Alambana	dcs:17	yoga-sutry_vyasa-bhashya:8,yoga-sutry_sharma:3,yoga-sutry_zagumennov:2
Alap	vidyut:1,dcs:1	chaurapanchashika:1,mahabharata-aranyakaparva:1
Alasya	dcs:31	bhagavadgita-prabhupada:3,mahabharata-bhishmaparva:2,bhagavadgita-erman:2
Alaya	dcs:37,marker:1	mahabharata-adiparva:7,ramayana-aranyakanda:6,mahabharata-aranyakaparva:6
AleKya	dcs:1	kama-sutra:1
AleKyaSeza	vidyut:1	raghuvamsha:1
AleKyasamarpita	vidyut:1	raghuvamsha:1
Ali	dcs:4,vidyut:3	mahabharata-adiparva:2,ramayana-sundarakanda:2,gitagovinda:1
AliK	vidyut:2,dcs:2	megha-duta:2,ramayana-sundarakanda:1,mahabharata-virataparva:1
AliNg	dcs:3	shatakatrayam:1,chaurapanchashika:1,megha-duta:1
AliNgana	dcs:14	kama-sutra:13,mahabharata-aranyakaparva:1
AliNgay	dcs:16	shatakatrayam-serebryakov:3,megha-duta:2,amaru-shataka:2
AliNgita	vidyut:2	shatakatrayam:1,shatakatrayam-serebryakov:1
AligI	dcs:1	atharvaveda:1
Alip	dcs:4,vidyut:1	kama-sutra:3,mahabharata-sabhaparva:1,manavadharmashastra:1
Alocana	dcs:1	sankhya-karika:1
Alocay	dcs:1	gitagovinda:1
Alok	vidyut:5	buddhacharita:2,hatha-yoga-pradipika:1,shatakatrayam-serebryakov:1
Aloka	dcs:16	yoga-sutry:2,yoga-sutry_vyasa-bhashya:2,ramayana-ayodhyakanda:2
AlokamArga	vidyut:1	raghuvamsha:1
Alokana	dcs:3	shukasaptati:1,raghuvamsha:1,gitagovinda:1
AlokapaTa	vidyut:1	raghuvamsha:1
Alokay	dcs:60	mahabharata-dronaparva:10,mahabharata-bhishmaparva:7,ramayana-sundarakanda:4
Aloki	vidyut:6	mahabharata-aranyakaparva:2,raghuvamsha:2,shatakatrayam:1
Alokin	dcs:1	shatakatrayam-serebryakov:1
Alola	dcs:2	shatakatrayam-serebryakov:1,amaru-shataka:1
Aloqay	dcs:3	ramayana-ayodhyakanda:1,mahabharata-dronaparva:1,mahabharata-adiparva:1
Aluka	dcs:2	kama-sutra:2
Alup	dcs:3	atharvaveda:2,megha-duta:1
Am	dcs:1	rigveda:1
AmASaya	dcs:2	mahabharata-aranyakaparva:1,nyaya-bhashya:1
AmAd	dcs:2	rigveda:1,atharvaveda:1
AmAtya	vidyut:5	ramayana-balakanda:2,mahabharata-aranyakaparva:2,manavadharmashastra:1
AmI	dcs:3	rigveda:3
AmIlana	vidyut:1	amaru-shataka:1
AmUrtarayasa	vidyut:1	mahabharata-aranyakaparva:1
Ama	dcs:32	rigveda:19,atharvaveda:7,mahabharata-aranyakaparva:2
AmaT	dcs:1	ramayana-ayodhyakanda:1
Amalaka	dcs:22	kama-sutra:6,mahabharata-aranyakaparva:3,ramayana-ayodhyakanda:3
Aman	vidyut:4	br-up:3,atharvaveda:1
Amanas	dcs:1	atharvaveda:1
Amandra	dcs:1	megha-duta:1
AmantraRIya	dcs:1	atharvaveda:1
AmantraRa	dcs:3	atharvaveda:3
Amantray	dcs:110	mahabharata-aranyakaparva:17,ramayana-ayodhyakanda:14,mahabharata-udyogaparva:11
Amantri	vidyut:1	ramayana-balakanda:1
AmapAtra	vidyut:3	manavadharmashastra:1,br-up:1,atharvaveda:1
AmarItf	dcs:1	rigveda:1
AmarSa	dcs:1	pratyabhijna-hridaya_kshemaraja:1
AmaraRAntika	vidyut:1	manavadharmashastra:1
Amay	dcs:2	atharvaveda:1,rigveda:1
Amaya	dcs:12	buddhacharita:1,bhagavadgita-sementsov:1,bhagavadgita-prabhupada:1
Ambaya	dcs:1	kau-up:1
Ambikeya	vidyut:5,dcs:2	mahabharata-aranyakaparva:3,mahabharata-udyogaparva:2,mahabharata-dronaparva:2
Amemy	dcs:1	rigveda:1
Amenya	dcs:2	rigveda:2
AmfS	dcs:3,vidyut:1	buddhacharita:1,raghuvamsha:1,amaru-shataka:1
Amfj	dcs:1	mahabharata-sabhaparva:1
Amfta	vidyut:4	mahabharata-adiparva:2,bhagavadgita-burba:1,atharvaveda:1
Amfz	vidyut:1	mahabharata-bhishmaparva:1
Ami	vidyut:2	rigveda:1,raghuvamsha:1
AmiSlatama	vidyut:1	rigveda:1
AmikzA	dcs:13	atharvaveda:13
Amis	dcs:3	rigveda:3
Amitra	vidyut:3	atharvaveda:2,rigveda:1
Amiza	dcs:29	mahabharata-shantiparva:5,mahabharata-dronaparva:4,mahabharata-aranyakaparva:4
AmizatA	vidyut:1	raghuvamsha:1
AmlAna	vidyut:1	raghuvamsha:1
AmnA	dcs:3,vidyut:1	kumarasambhava:1,vedartha-samgraha_ramanuja:1,kat-up:1
AmnAya	dcs:3	ramayana-sundarakanda:1,manavadharmashastra:1,mahabharata-udyogaparva:1
AmnAyasArin	vidyut:1	mahabharata-aranyakaparva:1
Amoda	dcs:10	shatakatrayam:4,shatakatrayam-serebryakov:2,amaru-shataka:1
AmrAtaka	dcs:10	kama-sutra:6,mahabharata-shalyaparva:2,mahabharata-aranyakaparva:1
AmrAtakeSvara	vidyut:2	devi-gita:2
Amra	dcs:18	ramayana-ayodhyakanda:5,mahabharata-aranyakaparva:3,br-up:2
AmrakUwa	dcs:1	megha-duta:1
AmuKa	vidyut:1	mahabharata-adiparva:1
Amuc	dcs:8,vidyut:1	mahabharata-udyogaparva:3,ramayana-ayodhyakanda:2,raghuvamsha:2
Amud	vidyut:1	shatakatrayam-serebryakov:1
Amur	dcs:5	rigveda:5
Amuri	dcs:1	rigveda:1
Amuz	dcs:3	rigveda:3
AmuzyAyaRa	dcs:20	atharvaveda:20
AnAdi	vidyut:3	mahabharata-sabhaparva:1,mahabharata-dronaparva:1,mahabharata-sauptikaparva:1
AnAkaraTavartman	vidyut:1	raghuvamsha:1
AnAmi	vidyut:4	rigveda:3,mahabharata-udyogaparva:1
AnAyay	dcs:27	mahabharata-aranyakaparva:8,ramayana-ayodhyakanda:4,kama-sutra:3
AnAyi	vidyut:2	mahabharata-udyogaparva:2
AnDra	dcs:11	mahabharata-aranyakaparva:2,mahabharata-karnaparva:2,mahabharata-udyogaparva:2
AnI	dcs:251,vidyut:5	mahabharata-aranyakaparva:36,ramayana-ayodhyakanda:34,mahabharata-adiparva:24
AnUka	vidyut:2	rigveda:2
AnaBimlAta	dcs:1	br-up:1
Anad	vidyut:4,dcs:1	mahabharata-dronaparva:2,mahabharata-shalyaparva:2,mahabharata-udyogaparva:1
Anah	dcs:2	mahabharata-sabhaparva:1,rigveda:1
Anaka	dcs:18	mahabharata-dronaparva:3,mahabharata-bhishmaparva:3,mahabharata-karnaparva:2
AnakadunduBi	dcs:3	mahabharata-sabhaparva:2,mahabharata-aranyakaparva:1
Anam	dcs:15	mahabharata-adiparva:3,ramayana-ayodhyakanda:3,mahabharata-virataparva:2
Anamay	dcs:2	mahabharata-udyogaparva:1,gitagovinda:1
Anamra	dcs:1	gitagovinda:1
Anana	dcs:63,marker:2	ramayana-aranyakanda:16,ramayana-ayodhyakanda:11,mahabharata-shalyaparva:6
Anand	dcs:4	sankhya-karika:2,gitagovinda:1,mahabharata-sabhaparva:1
Ananda	dcs:95,marker:2	tai-up:13,vedartha-samgraha_ramanuja:8,sankhya-karika:8
AnandaGana	vidyut:1	ramayana-ayodhyakanda:1
Anandaja	vidyut:4	ramayana-ayodhyakanda:2,ramayana-sundarakanda:1,raghuvamsha:1
Anandamaya	vidyut:6	tai-up:4,mnar-up:1,man-up:1
Anandana	dcs:1	gitagovinda:1
AnandarUpa	vidyut:5	devi-gita:3,pr-up:1,mun-up:1
AnandatA	vidyut:1	br-up:1
AnandavarDana	vidyut:2	ramayana-ayodhyakanda:1,mahabharata-aranyakaparva:1
Ananday	dcs:4	tai-up:2,mahabharata-dronaparva:1,sankhya-karika:1
Anandi	vidyut:3	pr-up:2,raghuvamsha:1
Anandin	dcs:5	atharvaveda:2,br-up:1,vedartha-samgraha_ramanuja:1
Anantarya	dcs:8	nyaya-bhashya:2,manavadharmashastra:1,yoga-sutry_zagumennov:1
Anantya	dcs:21	manavadharmashastra:5,yoga-sutry_vyasa-bhashya:3,nyaya-bhashya:3
Anaquha	dcs:2	mahabharata-aranyakaparva:2
Anard	vidyut:1	mahabharata-udyogaparva:1
Anarta	dcs:16	mahabharata-aranyakaparva:4,mahabharata-ashvamedhikaparva:2,mahabharata-virataparva:2
Anartay	dcs:4	mahabharata-dronaparva:2,amaru-shataka:2
Anati	dcs:2	atharvaveda:2
Anatimat	dcs:1	amaru-shataka:1
Anava	dcs:3	rigveda:3
Anayana	dcs:11,marker:1	mahabharata-aranyakaparva:3,mahabharata-adiparva:2,ramayana-ayodhyakanda:1
Anetf	dcs:2	rigveda:2
AnfRya	dcs:14	mahabharata-udyogaparva:2,mahabharata-shalyaparva:2,mahabharata-aranyakaparva:2
AnfSaMsa	vidyut:1	ramayana-ayodhyakanda:1
AnfSaMsya	dcs:49	mahabharata-aranyakaparva:13,mahabharata-udyogaparva:9,manavadharmashastra:6
Anft	dcs:1	atharvaveda:1
Ani	vidyut:5,dcs:2	rigveda:2,ramayana-ayodhyakanda:1,mahabharata-ashvamedhikaparva:1
Anizad	dcs:2	rigveda:2
Anonu	vidyut:2	rigveda:2
AntaHpurika	vidyut:4	kama-sutra:4
Antara	dcs:4	gitarthasamgraha-abhinavagupta:2,kau-up:1,jabala-up:1
Antarikza	dcs:3,vidyut:3	rigveda:3,mahabharata-shalyaparva:1,ramayana-ayodhyakanda:1
Antra	vidyut:6,dcs:4	atharvaveda:8,rigveda:1,mahabharata-udyogaparva:1
Anu	vidyut:6	rigveda:4,gitarthasamgraha-abhinavagupta:1,mahabharata-adiparva:1
AnuSAsanika	vidyut:5	mahabharata-adiparva:5
AnuSravika	dcs:2	sankhya-karika:2
AnukUlya	dcs:8	kama-sutra:3,ramayana-sundarakanda:1,ramayana-aranyakanda:1
AnukUlyatas	vidyut:1	kama-sutra:1
Anulomya	vidyut:7,dcs:1	kama-sutra:5,manavadharmashastra:3
AnupUrva	dcs:3	mahabharata-adiparva:2,ramayana-ayodhyakanda:1
AnupUrvaSaH	dcs:3	mahabharata-bhishmaparva:2,manavadharmashastra:1
AnupUrvya	dcs:23	mahabharata-adiparva:6,mahabharata-aranyakaparva:5,ramayana-ayodhyakanda:3
AnusUya	dcs:2,vidyut:1	raghuvamsha:3
Anuzak	dcs:37	rigveda:36,atharvaveda:1
AnuzwuBa	dcs:2	rigveda:2
AnvIkzikI	dcs:3	manavadharmashastra:1,nyaya-bhashya:1,ramayana-ayodhyakanda:1
Ap	dcs:381,vidyut:8,marker:2	mahabharata-aranyakaparva:29,atharvaveda:28,manavadharmashastra:19
ApA	vidyut:3,dcs:2	rigveda:2,mahabharata-striparva:1,mahabharata-aranyakaparva:1
ApARqu	dcs:1	ramayana-aranyakanda:1
ApARqurIBU	dcs:1	kumarasambhava:1
ApARqura	dcs:1	amaru-shataka:1
ApAday	dcs:9	ramayana-ayodhyakanda:3,shiva-sutry_sharma:2,kama-sutra:2
ApAdi	vidyut:3	shatakatrayam:1,gitarthasamgraha-abhinavagupta:1,raghuvamsha:1
ApAkesTa	vidyut:1	atharvaveda:1
ApAna	dcs:7	mahabharata-adiparva:3,rigveda:2,yotat-up:1
ApAnaBUmi	dcs:1	ramayana-sundarakanda:1
ApAnaSAlA	dcs:1	ramayana-sundarakanda:1
ApAnaka	dcs:3	kama-sutra:3
ApAntamanyu	vidyut:1	rigveda:1
ApAta	dcs:1	ramayana-sundarakanda:1
ApAti	vidyut:1	manavadharmashastra:1
ApF	vidyut:4	ramayana-aranyakanda:2,mahabharata-adiparva:1,atharvaveda:1
ApIqa	dcs:5,marker:2	ramayana-ayodhyakanda:3,kama-sutra:2,mahabharata-dronaparva:2
ApIqaka	dcs:1	mahabharata-shalyaparva:1
ApIqi	vidyut:1	mahabharata-karnaparva:1
ApIta	dcs:4	ch-up:3,ramayana-ayodhyakanda:1
ApU	dcs:10	rigveda:10
ApUra	dcs:4	yoga-sutry:1,yoga-sutry_sharma:1,yoga-sutry_zagumennov:1
ApUraRa	dcs:2	mahabharata-adiparva:1,kama-sutra:1
ApUray	dcs:28	ramayana-aranyakanda:3,mahabharata-adiparva:2,mahabharata-udyogaparva:2
ApUryamARapakza	vidyut:5,dcs:2	ch-up:4,br-up:3
ApaRa	dcs:8	ramayana-ayodhyakanda:6,mahabharata-ashvamedhikaparva:1,mahabharata-ashramavasikaparva:1
Apad	dcs:231,vidyut:1	mahabharata-udyogaparva:25,mahabharata-adiparva:23,nyaya-bhashya:16
ApadDarma	vidyut:9	mahabharata-adiparva:6,manavadharmashastra:2,mahabharata-udyogaparva:1
Apadgata	vidyut:5	mahabharata-dronaparva:2,shatakatrayam:1,shatakatrayam-serebryakov:1
ApagA	dcs:15	mahabharata-aranyakaparva:5,ramayana-ayodhyakanda:4,mahabharata-karnaparva:1
ApagAsuta	dcs:1	mahabharata-adiparva:1
Apageya	dcs:13	mahabharata-udyogaparva:5,mahabharata-sabhaparva:4,mahabharata-dronaparva:2
ApanIPaR	dcs:1	rigveda:1
Apaneya	vidyut:1	kat-up:1
ApannasattvA	dcs:2,vidyut:1	shukasaptati:2,raghuvamsha:1
Apastamba	dcs:2	vedartha-samgraha_ramanuja:2
Apat	dcs:125,vidyut:14	mahabharata-dronaparva:32,mahabharata-bhishmaparva:21,mahabharata-karnaparva:19
ApatkAla	vidyut:2	manavadharmashastra:1,mahabharata-udyogaparva:1
Apatkalpa	vidyut:1	manavadharmashastra:1
Apatti	dcs:8,marker:1	mahabharata-udyogaparva:2,nyaya-bhashya:1,shatakatrayam-serebryakov:1
Apava	dcs:6	mahabharata-adiparva:6
Apayitf	dcs:2	ch-up:2
Apekzika	dcs:3	nyaya-bhashya:3
Apekzikatva	vidyut:3	nyaya-bhashya:3
Apf	dcs:1	rigveda:1
ApfR	dcs:12	rigveda:9,atharvaveda:3
Apfc	dcs:2	rigveda:2
ApfcCya	vidyut:2	rigveda:2
Apfk	dcs:1	rigveda:1
Api	dcs:34	rigveda:30,atharvaveda:3,mahabharata-adiparva:1
ApiNgalAkza	vidyut:1	buddhacharita:1
Apitva	vidyut:4	rigveda:4
AplAvay	dcs:6	mahabharata-udyogaparva:2,manavadharmashastra:2,ramayana-aranyakanda:1
Aplavana	dcs:1	mahabharata-adiparva:1
Aplu	dcs:53,vidyut:1	mahabharata-shalyaparva:18,mahabharata-aranyakaparva:8,ramayana-sundarakanda:7
Apluz	dcs:1	kumarasambhava:1
ApnAna	vidyut:2	rigveda:2
Apomaya	vidyut:9	ch-up:6,mahabharata-adiparva:2,br-up:1
AprA	dcs:11,vidyut:2	rigveda:12,atharvaveda:1
AprI	dcs:2	atharvaveda:2
Apra	dcs:1	rigveda:1
ApracC	dcs:29,vidyut:1	ramayana-balakanda:6,mahabharata-sabhaparva:5,mahabharata-udyogaparva:3
ApruzAy	dcs:1	rigveda:1
Apta	dcs:46	manavadharmashastra:9,nyaya-bhashya:5,kama-sutra:4
AptaSruti	vidyut:1	sankhya-karika:1
AptadakziRa	vidyut:9	ramayana-balakanda:2,ramayana-ayodhyakanda:2,mahabharata-aranyakaparva:2
AptakAma	vidyut:6,marker:1	br-up:3,bhagavadgita-radha:1,shv-up:1
AptakArin	vidyut:4,dcs:1	mahabharata-adiparva:1,manavadharmashastra:1,mahabharata-aranyakaparva:1
Aptakft	vidyut:1	mahabharata-aranyakaparva:1
Aptavacana	vidyut:8	sankhya-karika:6,raghuvamsha:2
Apti	dcs:13	nyaya-bhashya:3,man-up:2,br-up:2
AptopadeSa	vidyut:6	nyaya-bhashya:6
Aptu	dcs:5	buddhacharita:2,mahabharata-bhishmaparva:1,ramanuja_gitabhashya:1
Aptya	dcs:16	rigveda:14,atharvaveda:2
ApyA	dcs:23	rigveda:8,kau-up:4,atharvaveda:3
ApyAna	dcs:1	buddhacharita:1
ApyAy	vidyut:2	rigveda:2
ApyAyana	dcs:5	manavadharmashastra:3,mahabharata-aranyakaparva:1,mahabharata-ashvamedhikaparva:1
ApyAyanavat	vidyut:1	mai-up:1
ApyAyay	dcs:11	mahabharata-aranyakaparva:3,atharvaveda:2,mahabharata-karnaparva:1
ApyAyi	vidyut:1	atharvaveda:1
Apya	dcs:30	rigveda:16,nyaya-bhashya:11,ramayana-ayodhyakanda:1
Ap￞	dcs:28	mahabharata-adiparva:3,mahabharata-dronaparva:3,rigveda:2
Aqambara	dcs:5	mahabharata-dronaparva:2,ramayana-sundarakanda:1,mahabharata-shalyaparva:1
Aqi	vidyut:1	mahabharata-shalyaparva:1
Ar	dcs:11	rigveda:11
ArA	dcs:5	rigveda:4,mahabharata-dronaparva:1
ArAD	vidyut:1,dcs:1	raghuvamsha:1,mahabharata-sauptikaparva:1
ArADana	dcs:22,marker:1	kama-sutra:3,gitarthasamgraha-abhinavagupta:2,shatakatrayam:2
ArADanaprakAra	vidyut:1	vedartha-samgraha_ramanuja:1
ArADay	dcs:46	mahabharata-aranyakaparva:8,mahabharata-adiparva:7,shatakatrayam:5
ArADaya	vidyut:1	mahabharata-virataparva:1
ArAlika	dcs:1,vidyut:1	mahabharata-ashramavasikaparva:1,mahabharata-virataparva:1
ArAma	dcs:17,marker:2	ramayana-ayodhyakanda:4,manavadharmashastra:3,kama-sutra:2
ArAt	dcs:31	rigveda:12,atharvaveda:7,mahabharata-adiparva:3
ArAttAt	dcs:2,vidyut:1	rigveda:3
ArAva	dcs:9	mahabharata-dronaparva:4,mahabharata-adiparva:2,mahabharata-virataparva:1
ArAvi	vidyut:2	mnar-up:2
ArC	dcs:6	rigveda:4,atharvaveda:2
ArDika	dcs:1	manavadharmashastra:1
ArGya	dcs:1	mahabharata-aranyakaparva:1
ArRava	vidyut:2	mahabharata-adiparva:2
ArSa	vidyut:2	atharvaveda:2
Ara	dcs:5	kau-up:2,mahabharata-adiparva:1,manavadharmashastra:1
AraB	dcs:109,vidyut:6	atharvaveda:14,rigveda:12,ramayana-ayodhyakanda:9
AraNgara	vidyut:2	rigveda:2
